手机名称,价格(￥),运行内存,电池容量,机身颜色,前置摄像头像素,后置摄像头像素,url
三星（SAMSUNG）GALAXY C9 PRO C9000,3399.00,64GB,4000mAh-5999mAh,"金色,粉红色,黑色",1600万及以上,1200万-1999万,https://item.jd.com/1977339495.html
三星（SAMSUNG） Galaxy Folder(SM-G1600) 智能4G手机 金色 2G+16G,1388.00,16GB,1200mAh-1999mAh,N/A,500万-799万,N/A,https://item.jd.com/14735334674.html
三星(SAMSUNG) Galaxy C5 (SM-C5000) 4G手机 双卡双待 枫叶金 4GB+32GB全网通 标配,1688.00,32GB,2000mAh-2999mAh,"枫叶金,蔷薇粉,烟雨灰,皎洁银",800万-1599万,1200万-1999万,https://item.jd.com/1976026852.html
三星（SAMSUNG） GALAXY J3（SM-J3300/J3308）智能4G手机 雪夜黑 J3300 全网通4G版,987.00,32GB,2000mAh-2999mAh,"流沙金,凝霜蓝,嫣霞粉,雪夜黑",500万-799万,1200万-1999万,https://item.jd.com/23169177219.html
三星(SAMSUNG) Galaxy C9 Pro (C9000) 4G手机 双卡双待 枫叶金,3299.00,64GB,4000mAh-5999mAh,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/1978115626.html
三星（SAMSUNG）Galaxy S7,2588.00,32GB,3000mAh-3999mAh,"金色,银色,白色,黑色",500万-799万,1200万-1999万,https://item.jd.com/1957163237.html
三星（SAMSUNG）Galaxy J3 Pro,899.00,2GB,2000mAh-2999mAh,N/A,500万-799万,500万-1199万,https://item.jd.com/25440194734.html
三星（SAMSUNG） 三星G9298 三星领世旗舰8 大器5 双屏翻盖智能手机 黑色 移动联通双4G(4G+64G),10288.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/24931108400.html
三星 Galaxy Note8 双卡双待 移动联通4G手机 智能手机 大屏手机 港版 Note8 64GB 紫色,5988.00,64GB,N/A,"Note8 64GB 紫色,Note8 128GB 黑色,Note8 128GB 紫色,Note8 128GB 蓝色,Note8 256GB 黑色",N/A,N/A,https://item.jd.com/17286364064.html
三星（SAMSUNG） Galaxy C7（SM-C7000）全网通4G智能手机 烟雨灰（4G+32G）,1699.00,4GB,3000mAh-3999mAh,"蔷薇粉（4G+32G）,烟雨灰（4G+32G）,皎洁银（4G+32G）,枫叶金（4G+32G）",800万-1599万,1200万-1999万,https://item.jd.com/25984801031.html
三星（SAMSUNG） 三星note8 双摄像头光学防抖 4G智能手机 《港版》樱花粉 256GB+无线充,6880.00,N/A,N/A,"《港版》迷夜黑,《港版》樱花粉,《港版》旷野灰,《港版》星河蓝,《港版》迷夜黑 带小票-可联保,《港版》旷野灰 带小票-可联保,《港版》星河蓝 带小票-可联保,《港版》樱花粉 带小票-可联保,《美版》迷夜黑,《美版》旷野灰,补差专拍 单拍不发货 拍单联系客服",N/A,N/A,https://item.jd.com/25816836845.html
【eBay精选】三星 Galaxy C9 Pro 6GB+64GB全网通4G手机 双卡双待 金色 64G,2999.00,N/A,4000mAh-5999mAh,"金色,蔷薇粉,黑色",1600万及以上,N/A,https://item.jd.com/1982883588.html
三星（SAMSUNG）  Galaxy On5(G5510)双卡双待手机 流沙金通青春版 嫣霞粉 通青春版(2G RAM+16G ROM),1588.00,16GB,2000mAh-2999mAh,"嫣霞粉,流沙金",1600万及以上,1200万-1999万,https://item.jd.com/19093358972.html
SAMSUNG　三星A9 Pro LTE 大陆版 32GB (A9100)手机　电信联通 黑色,2580.00,32GB,4000mAh-5999mAh,"白色,金色,黑色",800万-1599万,N/A,https://item.jd.com/1983736776.html
三星（SAMSUNG）Galaxy A8,4388.00,N/A,N/A,"黑色,兰花灰色,金色",N/A,N/A,https://item.jd.com/24928621002.html
ulcool/优乐酷 V6卡片手机老人机移动联通迷你超小直板袖珍男女学生备用微型 蓝色,299.00,8GB以下,1200mAh以下,"金色,蓝色,黑色",无,无,https://item.jd.com/18984180337.html
三星（SAMSUNG）GALAXY C9 PRO C9000,3358.00,64GB,4000mAh-5999mAh,"金色,粉红色,黑色",1600万及以上,1200万-1999万,https://item.jd.com/1977345250.html
三星（SAMSUNG）Galaxy C5,1588.00,N/A,N/A,"蔷薇粉,枫叶金,皎月银,烟雨灰",N/A,N/A,https://item.jd.com/21954500643.html
三星（SAMSUNG）W2017,9588.00,N/A,N/A,"金色,黑色",N/A,N/A,https://item.jd.com/20525578622.html
ZTG/中天语 Z18迷你手机超小手机袖珍男女小学生儿童卡通备用 蓝色,199.00,N/A,N/A,"红色,黄色,绿色,蓝色,紫色,粉红色,白色",N/A,N/A,https://item.jd.com/20903152107.html
三星（SAMSUNG）Galaxy C7,1899.00,64GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,烟雨灰,皎洁银",800万-1599万,N/A,https://item.jd.com/12191138433.html
三星（SAMSUNG）Galaxy On5,1199.00,32GB,2000mAh-2999mAh,"钛岩黑,流沙金,嫣霞粉",800万-1599万,1200万-1999万,https://item.jd.com/1975063521.html
三星 （SAMSUNG） galaxy s9/s9+全面屏双曲面安卓智能手机通拍照手机 s9+黑色预售 256G,7999.00,N/A,N/A,"s9黑色预售,s9紫色预售,s9蓝色预售,s9+黑色预售,s9+紫色预售,s9+蓝色预售",N/A,N/A,https://item.jd.com/25914637595.html
三星（SAMSUNG）W2017,9488.00,N/A,2000mAh-2999mAh,"金色 W2016 3G+64G,银色 W2016 3G+64G,金色 W2017 4G+64G,黑色 W2017 4G+64G",200万-499万,500万-1199万,https://item.jd.com/1975869447.html
三星（SAMSUNG）w2018,16899.00,64GB,2000mAh-2999mAh,"至尊雅金 (6GB+64GB),典藏尊铂 (6GB+256GB)",500万-799万,1200万-1999万,https://item.jd.com/23415895998.html
三星（SAMSUNG） Galaxy Note8 高端商务智能4G手机 星河蓝 国际版双卡 64G 移动联通,5499.00,64GB,3000mAh-3999mAh,"星河蓝,旷野灰,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1995260471.html
凌鹰A8军工三防智能手机 三网通移动联通电信4G手机超长待机老人机双卡双待 黑色,499.00,N/A,N/A,"迷彩,金色,绿色,黑色",N/A,N/A,https://item.jd.com/20337921087.html
三星（SAMSUNG）Galaxy S6 Edge+,3088.00,N/A,N/A,"樱粉金,铂光金,雪晶白",N/A,N/A,https://item.jd.com/21237760690.html
三星 Galaxy C5（SM-C5000）4GB 移动联通电信4G手机 蔷薇粉 64GB,2099.00,4GB,2000mAh-2999mAh,"蔷薇粉,烟雨灰,皎洁银,枫叶金",N/A,N/A,https://item.jd.com/1978643140.html
三星（SAMSUNG） （SAMSUNG）Galaxy C8（C7100）网通4G手机 枫叶金 3G+32G,1599.00,N/A,N/A,"枫叶金,墨玉黑,蔷薇粉",N/A,N/A,https://item.jd.com/26006237111.html
三星（SAMSUNG）Galaxy C8 C7100,2488.00,64GB,3000mAh-3999mAh,"金色,粉色,黑色",1600万及以上,N/A,https://item.jd.com/17797533099.html
三星（SAMSUNG）Galaxy S8+,7699.00,128GB,3000mAh-3999mAh,"黑,灰,金色,蓝色",800万-1599万,1200万-1999万,https://item.jd.com/1989624685.html
三星（SAMSUNG） 领世旗舰8 G9298 移动联通4G 双卡双待手机 黑色 4GB+64GB,12888.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/1993797519.html
全球购三星(SAMSUNG) S8+ 港版双卡全网通 6.2寸全视曲面屏智能手机 珊瑚蓝64GB,7999.00,64GB,3000mAh-3999mAh,"枫叶金64GB,兰花灰64GB,午夜黑64GB,珊瑚蓝64GB,亮银色64GB,兰花灰128GB,午夜黑128GB,珊瑚蓝128GB",800万-1599万,N/A,https://item.jd.com/1985662623.html
全球购 三星(SAMSUNG) Galaxy C9 Pro (C9000) 4G全网通手机 枫叶金 6G+64G,3199.00,64GB,4000mAh-5999mAh,"蔷薇粉,枫叶金,墨玉黑",无,N/A,https://item.jd.com/1984596127.html
三星（SAMSUNG）W2017,9488.00,N/A,2000mAh-2999mAh,"金色 W2016 3G+64G,银色 W2016 3G+64G,金色 W2017 4G+64G,黑色 W2017 4G+64G",200万-499万,500万-1199万,https://item.jd.com/1975869447.html
三星（SAMSUNG）w2018,16899.00,64GB,2000mAh-2999mAh,"至尊雅金 (6GB+64GB),典藏尊铂 (6GB+256GB)",500万-799万,1200万-1999万,https://item.jd.com/23415895998.html
三星（SAMSUNG） Galaxy Note8 高端商务智能4G手机 星河蓝 国际版双卡 64G 移动联通,5499.00,64GB,3000mAh-3999mAh,"星河蓝,旷野灰,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1995260471.html
凌鹰A8军工三防智能手机 三网通移动联通电信4G手机超长待机老人机双卡双待 黑色,499.00,N/A,N/A,"迷彩,金色,绿色,黑色",N/A,N/A,https://item.jd.com/20337921087.html
三星（SAMSUNG）Galaxy S6 Edge+,3088.00,N/A,N/A,"樱粉金,铂光金,雪晶白",N/A,N/A,https://item.jd.com/21237760690.html
三星 Galaxy C5（SM-C5000）4GB 移动联通电信4G手机 蔷薇粉 64GB,2099.00,4GB,2000mAh-2999mAh,"蔷薇粉,烟雨灰,皎洁银,枫叶金",N/A,N/A,https://item.jd.com/1978643140.html
三星（SAMSUNG） （SAMSUNG）Galaxy C8（C7100）网通4G手机 枫叶金 3G+32G,1599.00,N/A,N/A,"枫叶金,墨玉黑,蔷薇粉",N/A,N/A,https://item.jd.com/26006237111.html
三星（SAMSUNG）Galaxy C8 C7100,2488.00,64GB,3000mAh-3999mAh,"金色,粉色,黑色",1600万及以上,N/A,https://item.jd.com/17797533099.html
三星（SAMSUNG）Galaxy S8+,7699.00,128GB,3000mAh-3999mAh,"黑,灰,金色,蓝色",800万-1599万,1200万-1999万,https://item.jd.com/1989624685.html
三星（SAMSUNG） 领世旗舰8 G9298 移动联通4G 双卡双待手机 黑色 4GB+64GB,12888.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/1993797519.html
全球购三星(SAMSUNG) S8+ 港版双卡全网通 6.2寸全视曲面屏智能手机 珊瑚蓝64GB,7999.00,64GB,3000mAh-3999mAh,"枫叶金64GB,兰花灰64GB,午夜黑64GB,珊瑚蓝64GB,亮银色64GB,兰花灰128GB,午夜黑128GB,珊瑚蓝128GB",800万-1599万,N/A,https://item.jd.com/1985662623.html
全球购 三星(SAMSUNG) Galaxy C9 Pro (C9000) 4G全网通手机 枫叶金 6G+64G,3199.00,64GB,4000mAh-5999mAh,"蔷薇粉,枫叶金,墨玉黑",无,N/A,https://item.jd.com/1984596127.html
三星（SAMSUNG） 三星 Galaxy C8SM-C7100枫叶金移动联通电信4G手机 墨玉黑 C8 64G公开版,2880.00,64GB,3000mAh-3999mAh,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/22475584564.html
三星（SAMSUNG）w2018,18888.00,64GB,2000mAh-2999mAh,"W2018+ 典藏尊铂6GB+256GB,W2018 至尊雅金6GB+64GB",500万-799万,1200万-1999万,https://item.jd.com/23797465169.html
三星（SAMSUNG） 领世旗舰8 G9298 移动联通4G 双卡双待手机 黑色 4GB+64GB,11888.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/1993794474.html
三星（SAMSUNG）Galaxy C9 Pro,3199.00,6GB,4000mAh-5999mAh,"蔷薇粉,墨玉黑,枫叶金",1600万及以上,1200万-1999万,https://item.jd.com/1989250942.html
三星（SAMSUNG）Galaxy On5,1188.00,32GB,2000mAh-2999mAh,"流沙金,嫣霞粉,钛岩黑",N/A,N/A,https://item.jd.com/10802348256.html
三星（SAMSUNG）Galaxy S8+,4888.00,64GB,3000mAh-3999mAh,"谜夜黑·,烟晶灰,雾屿蓝,芭比粉,勃艮第红,绮梦金",800万-1599万,1200万-1999万,https://item.jd.com/25177599326.html
三星（SAMSUNG） Galaxy C5（SM-C5000）全网通4G手机 枫叶金 64G,1799.00,32GB,2000mAh-2999mAh,"枫叶金,蔷薇粉,皎洁银,烟雨灰",800万-1599万,N/A,https://item.jd.com/12191932126.html
三星（SAMSUNG）Galaxy C5,1658.00,32GB,2000mAh-2999mAh,N/A,N/A,N/A,https://item.jd.com/14935450371.html
三星（SAMSUNG）Galaxy C9 Pro,2799.00,64GB,4000mAh-5999mAh,"金,粉,黑",1600万及以上,1200万-1999万,https://item.jd.com/19665697548.html
三星（SAMSUNG）  GALAXY S8/S8+ 移动联通双曲屏 防水手机 S8+ 蓝色 128g,6288.00,4GB,3000mAh-3999mAh,"S8 银色,S8 紫色,S8 黑色,S8 金色,S8 蓝色,S8+ 蓝色,S8+ 黑色,S8+ 紫色,S8+  金色",800万-1599万,1200万-1999万,https://item.jd.com/17751455935.html
三星（SAMSUNG）Galaxy S8,6699.00,64GB,3000mAh-3999mAh,"银色,磨砂蓝,香槟金,碳素黑,太空灰",800万-1599万,1200万-1999万,https://item.jd.com/1988820256.html
三星（SAMSUNG） （SM-C5000）4GB 移动联通电信4G手机 蔷薇粉 64GB,2188.00,64GB,2000mAh-2999mAh,"蔷薇粉,烟雨灰,皎洁银,枫叶金",1600万及以上,2000万及以上,https://item.jd.com/19092800268.html
三星（SAMSUNG） Folder2 （SM-G1650）全网通4G翻盖手机 双卡双待 黑色 2GB+16GB,1799.00,N/A,N/A,"黑色,金色,红色",500万-799万,500万-1199万,https://item.jd.com/19657349909.html
三星（SAMSUNG） 三星 Galaxy J3 （J3300） 移动联通电信4G手机 金 2017版J3,1364.00,32GB,2000mAh-2999mAh,"金,黑,粉,蓝",N/A,500万-1199万,https://item.jd.com/23863536275.html
三星 Galaxy S7（G9300）4GB+32GB 星钻黑 全网通4G手机 双卡双待 星钻黑 全网通(4GRAM+32GROM)标配,3680.00,32GB,3000mAh-3999mAh,"雪晶白,铂光金,钛泽银,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/1990100462.html
三星（SAMSUNG） GALAXY C8 SM-C7100全网通4G智能手机 蔷薇粉 64G,2199.00,N/A,N/A,"蔷薇粉,枫叶金,墨玉黑",N/A,N/A,https://item.jd.com/25383403520.html
三星（SAMSUNG） GalaxyOn5(G5700)通4G智能老人机手机移动联通电信 (3GB+32GB) 钛岩黑,1399.00,32GB,2000mAh-2999mAh,"(3GB+32GB) 流沙金,(3GB+32GB) 钛岩黑,(3GB+32GB)嫣霞粉",800万-1599万,1200万-1999万,https://item.jd.com/18618433335.html
三星（SAMSUNG）Galaxy S9（SM-G9600）移动联通电信4G手机 双卡双待 谜夜黑 S9（4GB+64GB）,6099.00,N/A,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",N/A,1200万-1999万,https://item.jd.com/26019997765.html
三星 Galaxy C7 Pro（C7010）4GB+64GB  全网通4G手机 双 蔷薇粉,2889.00,64GB,3000mAh-3999mAh,"枫叶金,蔷薇粉",N/A,N/A,https://item.jd.com/1980344504.html
三星（SAMSUNG） Galaxy C7 Pro（C7010）全网通4G手机 双卡双待 粉红色,2568.00,64GB,3000mAh-3999mAh,"深蓝色,粉红色,金色",1600万及以上,1200万-1999万,https://item.jd.com/1981089028.html
三星（SAMSUNG）Galaxy On5,1399.00,32GB,2000mAh-2999mAh,"流沙金3+32G,钛岩黑3G+32G,嫣霞粉3G+32G",800万-1599万,1200万-1999万,https://item.jd.com/1989103706.html
三星（SAMSUNG）A8+ (A730),4288.00,64GB,3000mAh-3999mAh,"幻彩金,水晶灰,黑色",1600万及以上,1200万-1999万,https://item.jd.com/25385875447.html
三星（SAMSUNG）W2018 移动联通电信4G 翻盖智能商务智能手机 至尊雅金 6GB+64GB 64G,16399.00,256GB,2000mAh-2999mAh,"至尊雅金 6GB+64GB,典藏尊铂 6GB+256GB",N/A,1200万-1999万,https://item.jd.com/1999785668.html
SAMSUNG 三星 Galaxy C9 Pro (C9000) 移动联通电信4G双卡手机 金色 公开全网通(4GB+64GB),2599.00,N/A,N/A,"金色,粉色,黑色",N/A,N/A,https://item.jd.com/22937912412.html
三星（SAMSUNG）Galaxy Folder,1799.00,16GB,1200mAh-1999mAh,"金色,黑色,红色",500万-799万,500万-1199万,https://item.jd.com/1975078312.html
三星（SAMSUNG） Galaxy C7 Pro SM-C7010全网通4G手机 枫叶金 官方标配,1998.00,N/A,N/A,"枫叶金,蔷薇粉,沧海蓝",N/A,N/A,https://item.jd.com/25384200065.html
【eBay精选】三星 Galaxy Note5 N9200  5.7英寸双卡全网通4G手机 钛泽银 32GB,3888.00,4GB,3000mAh-3999mAh,"铂光金,雪晶白,钛泽银",500万-799万,500万-1199万,https://item.jd.com/1989300199.html
小米（MI）红米2A 4G手机 双卡双待 移动4G增强版 白色 8G内存,498.00,N/A,1200mAh以下,"白色,黑色",N/A,N/A,https://item.jd.com/1995504041.html
三星（SAMSUNG） 【现货发售】note 8 双摄镜头 全面曲屏 智能4G手机 深海蓝 6GB+128GB 港版 双卡 全网通4G,5758.00,64GB,3000mAh-3999mAh,"午夜黑,旷野灰,深海蓝,枫叶金,樱花粉",800万-1599万,1200万-1999万,https://item.jd.com/1995171274.html
三星（SAMSUNG）Galaxy S7,3188.00,64GB,N/A,"铂光金,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/21118481456.html
三星（SAMSUNG）Galaxy A9,2799.00,32GB,4000mAh-5999mAh,"魔幻金,女王粉,雪域白,石墨黑",800万-1599万,N/A,https://item.jd.com/1989285706.html
【eBay精选】三星 Galaxy C5000   全网通 4G 双卡双待  智能手机 金色 64G,2299.00,N/A,2000mAh-2999mAh,"金色,粉色",800万-1599万,N/A,https://item.jd.com/1982908962.html
三星（SAMSUNG）W2016,6188.00,64GB,2000mAh-2999mAh,"尊贵色,尊崇银",500万-799万,1200万-1999万,https://item.jd.com/20525277858.html
【eBay精选】三星/Samsung Galaxy C5 双卡双待全网通智能手机 烟雨灰 64G,1984.00,64GB,2000mAh-2999mAh,"烟雨灰,枫叶金,蔷薇粉",N/A,N/A,https://item.jd.com/1977779761.html
三星 Galaxy A5 (SM-A5108) 金色 4G 移动定制版手机 白色,1999.00,16GB,2000mAh-2999mAh,"黑色,白色,金色",500万-799万,1200万-1999万,https://item.jd.com/1978054867.html
三星（SAMSUNG） 全球购 note8 港版全网通双卡双待6.3英寸大屏手机 迷夜黑 128GB,5588.00,64GB,3000mAh-3999mAh,"星空蓝,旷野灰,樱花粉,迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1995325061.html
三星Galaxy S8,4999.00,64GB,3000mAh-3999mAh,"黑,金,雾屿蓝,灰",800万-1599万,1200万-1999万,https://item.jd.com/4753973.html
三星 (SAMSUNG) 新品 港行 GALAXY S8 全网通4G智能手机 双卡双待 S8+ 6.2 英寸 幻紫灰 64GB,5788.00,64GB,3000mAh-3999mAh,"S8 5.8 英寸 绮梦金,S8 5.8 英寸 珊瑚蓝,S8 5.8 英寸 幻紫灰,S8 5.8 英寸 迷夜黑,S8+ 6.2 英寸 绮梦金,S8+ 6.2 英寸 珊瑚蓝,S8+ 6.2 英寸 幻紫灰,S8+ 6.2 英寸 迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1989243034.html
【eBay精选】三星(SAMSUNG)Galaxy A5系列 5.2英寸双卡4G智能手机 粉色 A5100 2GB+16GB 全网通,2100.00,N/A,2000mAh-2999mAh,"粉色,白色,金色",500万-799万,1200万-1999万,https://item.jd.com/1989262621.html
三星（SAMSUNG） Galaxy C7（SM-C7000）全网通4G智能手机 枫叶金 4G+32G,1659.00,4GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,皎洁银,烟雨灰",800万-1599万,1200万-1999万,https://item.jd.com/26159170345.html
三星（SAMSUNG）W2018 移动联通电信4G 翻盖智能商务智能手机 典藏尊铂 6GB+256GB,21800.00,64GB,2000mAh-2999mAh,"至尊雅金 6GB+64GB,典藏尊铂 6GB+256GB",500万-799万,1200万-1999万,https://item.jd.com/25866277277.html
三星 Galaxy C9 Pro（C9000）6GB+64GB 墨玉黑 全网通4G手机 双 蔷薇粉 全网通4G (6G+64G)标配,2999.00,64GB,4000mAh-5999mAh,"蔷薇粉,枫叶金,墨玉黑",1600万及以上,后置双摄像头，1200万-1999万,https://item.jd.com/1990103125.html
三星（SAMSUNG） C5Pro Galaxy（C5010）全网通4G智能手机 碧湖蓝 全网通4G(4G+64G),1799.00,64GB,2000mAh-2999mAh,"碧湖蓝,枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/23935816432.html
三星（SAMSUNG） Galaxy C8（SM-C7100）移动联通电信全网通4G手机 墨玉黑 全网通(4G+64G),2499.00,32GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/19741791294.html
三星（SAMSUNG）Galaxy C5,1699.00,4GB,2000mAh-2999mAh,"蔷薇粉,烟雨灰,枫叶金,皎洁银",800万-1599万,1200万-1999万,https://item.jd.com/1962908521.html
三星 Galaxy C7（SM-C7000）4GB+64GB 烟雨灰 全网通4G手机 双卡 蔷薇粉 4G+32G 标配,2280.00,64GB,3000mAh-3999mAh,"蔷薇粉,枫叶金,皎洁银,烟雨灰",N/A,1200万-1999万,https://item.jd.com/1990094241.html
魅蓝2公开版5.0英寸移动联通双4g四核智能手机 电信 蓝色,499.00,8GB以下,2000mAh-2999mAh,"移动联通4G 白色,移动联通4G 蓝色,电信 白色,电信 蓝色",200万-499万,1200万-1999万,https://item.jd.com/18336783395.html
三星（SAMSUNG）Galaxy C7,1866.00,N/A,N/A,"蔷薇粉,枫叶金,皎月银,烟雨灰",N/A,N/A,https://item.jd.com/21952742195.html
三星Galaxy S8,4999.00,64GB,3000mAh-3999mAh,"黑,金,雾屿蓝,灰",800万-1599万,1200万-1999万,https://item.jd.com/4753973.html
三星 (SAMSUNG) 新品 港行 GALAXY S8 全网通4G智能手机 双卡双待 S8+ 6.2 英寸 幻紫灰 64GB,5788.00,64GB,3000mAh-3999mAh,"S8 5.8 英寸 绮梦金,S8 5.8 英寸 珊瑚蓝,S8 5.8 英寸 幻紫灰,S8 5.8 英寸 迷夜黑,S8+ 6.2 英寸 绮梦金,S8+ 6.2 英寸 珊瑚蓝,S8+ 6.2 英寸 幻紫灰,S8+ 6.2 英寸 迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1989243034.html
【eBay精选】三星(SAMSUNG)Galaxy A5系列 5.2英寸双卡4G智能手机 粉色 A5100 2GB+16GB 全网通,2100.00,N/A,2000mAh-2999mAh,"粉色,白色,金色",500万-799万,1200万-1999万,https://item.jd.com/1989262621.html
三星（SAMSUNG） Galaxy C7（SM-C7000）全网通4G智能手机 枫叶金 4G+32G,1659.00,4GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,皎洁银,烟雨灰",800万-1599万,1200万-1999万,https://item.jd.com/26159170345.html
三星（SAMSUNG）W2018 移动联通电信4G 翻盖智能商务智能手机 典藏尊铂 6GB+256GB,21800.00,64GB,2000mAh-2999mAh,"至尊雅金 6GB+64GB,典藏尊铂 6GB+256GB",500万-799万,1200万-1999万,https://item.jd.com/25866277277.html
三星 Galaxy C9 Pro（C9000）6GB+64GB 墨玉黑 全网通4G手机 双 蔷薇粉 全网通4G (6G+64G)标配,2999.00,64GB,4000mAh-5999mAh,"蔷薇粉,枫叶金,墨玉黑",1600万及以上,后置双摄像头，1200万-1999万,https://item.jd.com/1990103125.html
三星（SAMSUNG） C5Pro Galaxy（C5010）全网通4G智能手机 碧湖蓝 全网通4G(4G+64G),1799.00,64GB,2000mAh-2999mAh,"碧湖蓝,枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/23935816432.html
三星（SAMSUNG） Galaxy C8（SM-C7100）移动联通电信全网通4G手机 墨玉黑 全网通(4G+64G),2499.00,32GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/19741791294.html
三星（SAMSUNG）Galaxy C5,1699.00,4GB,2000mAh-2999mAh,"蔷薇粉,烟雨灰,枫叶金,皎洁银",800万-1599万,1200万-1999万,https://item.jd.com/1962908521.html
三星 Galaxy C7（SM-C7000）4GB+64GB 烟雨灰 全网通4G手机 双卡 蔷薇粉 4G+32G 标配,2280.00,64GB,3000mAh-3999mAh,"蔷薇粉,枫叶金,皎洁银,烟雨灰",N/A,1200万-1999万,https://item.jd.com/1990094241.html
魅蓝2公开版5.0英寸移动联通双4g四核智能手机 电信 蓝色,499.00,8GB以下,2000mAh-2999mAh,"移动联通4G 白色,移动联通4G 蓝色,电信 白色,电信 蓝色",200万-499万,1200万-1999万,https://item.jd.com/18336783395.html
三星（SAMSUNG）Galaxy C7,1866.00,N/A,N/A,"蔷薇粉,枫叶金,皎月银,烟雨灰",N/A,N/A,https://item.jd.com/21952742195.html
三星（SAMSUNG） Galaxy A8+ 2018前置双镜头智能手机 移动联通 水晶灰,4299.00,N/A,N/A,"水晶灰,幻彩金,星夜黑",N/A,N/A,https://item.jd.com/25582604911.html
ustar 老人机 移动联通2G 老人手机超长待机 黑色 移动联通,178.00,N/A,1200mAh以下,N/A,N/A,N/A,https://item.jd.com/1989437774.html
三星（SAMSUNG）Galaxy C9 Pro,2699.00,支持内存卡,4000mAh-5999mAh,"蔷薇粉,墨玉黑,枫叶金",1600万及以上,1200万-1999万,https://item.jd.com/1978836301.html
三星（SAMSUNG）领世旗舰8（G9298）双4.2英寸屏翻盖按键商务智能手机高端系列 黑色 （4+64G）移动联通双4G,16666.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/1995520093.html
三星（SAMSUNG） Galaxy C8  移动联通电信4G手机  双卡双待 金色 4GB+64GB,1799.00,N/A,3000mAh-3999mAh,"金色,黑色,粉色",1600万及以上,1200万-1999万,https://item.jd.com/23390356517.html
三星（SAMSUNG） Galaxy Note8 双卡双待 移动联通电信4G手机 港版 Note8 64GB 紫色,5288.00,64GB,N/A,"Note8 64GB 紫色,Note8 128GB 黑色,Note8 128GB 紫色,Note8 128GB 蓝色,Note8 256GB 黑色,Note8 64GB 黑色,Note8 64GB 粉色,Note8 128GB 粉色,Note8 256GB 蓝色",500万-799万,N/A,https://item.jd.com/17286148241.html
三星 Galaxy C7 Pro（C7010）4GB+64GB 枫叶金 全网通4G手机 双 苍海蓝 全网通4G(4G RAM+64G ROM)标配,2880.00,64GB,3000mAh-3999mAh,"苍海蓝,蔷薇粉,枫叶金",N/A,1200万-1999万,https://item.jd.com/1990095867.html
三星（SAMSUNG）Galaxy C7 pro,2399.00,64GB,3000mAh-3999mAh,"蓝,金,粉",1600万及以上,N/A,https://item.jd.com/1989100167.html
三星（SAMSUNG） 拍摄 从此不一样 Galaxy S9/ S9+ 新品 智能手机 S9 紫色 海外版 标配64G,6188.00,N/A,N/A,"S9 紫色,S9 黑色,S9 蓝色,S9+ 紫色,S9+ 黑色,S9+ 蓝色",N/A,N/A,https://item.jd.com/25911229657.html
三星Galaxy Note8,7388.00,128GB,3000mAh-3999mAh,"谜夜黑,旷野灰,星河蓝",800万-1599万,1200万-1999万,https://item.jd.com/5536032.html
三星（SAMSUNG） GALAXY Note 8 全网通双卡双待4G智能手机港版 深海蓝 64G,6288.00,128GB,3000mAh-3999mAh,"深海蓝,樱花粉,幻月灰,星空黑",800万-1599万,N/A,https://item.jd.com/17334728059.html
三星（SAMSUNG） 全球购 S8 港版双卡全网通5.8寸曲面屏智能手机 64GB 枫叶金64GB,6999.00,64GB,3000mAh-3999mAh,"枫叶金64GB,兰花灰64GB,午夜黑64GB,珊瑚蓝64GB,亮银色64GB,瑰蜜粉64GB",800万-1599万,N/A,https://item.jd.com/1985658725.html
三星（SAMSUNG）Galaxy A9,2388.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/26149959598.html
